id	title	url	cover	rate	director	composer	actor	category	district	language	showtime	lenth	concluding
1296454	阿呆与阿瓜	http://movie.douban.com/subject/1296454/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1690015840.jpg	7.2	彼得·法拉利 / 鲍比·法拉利	彼得·法拉利/鲍比·法拉利/班内特·耶林	金·凯瑞/杰夫·丹尼尔斯/罗伦·荷莉/迈克·斯塔尔/凯伦·达菲/查尔斯·罗基特/维多利亚·洛威尔/特瑞·加尔/菲尔顿·派瑞/罗布·莫兰/Joe Baker/Hank Brandt/Brady Bluhm/Cam Neely/Brad Lockerman	喜剧	United States of America_美国	英语/瑞典语/德语	1994	113	世界
2159331	蓝精灵	http://movie.douban.com/subject/2159331/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p884990120.jpg	7.2	拉加·高斯内尔	J·大卫·斯提姆/戴维·N·韦斯/Peyo/杰·舒瑞克/大卫·隆恩	尼尔·帕特里克·哈里斯/杰玛·梅斯/汉克·阿扎利亚/乔纳森·温特斯/凯蒂·派瑞/艾伦·卡明/乔治·洛佩兹/保罗·雷宾斯/基南·汤普森/B·J·诺瓦克/杰夫·福克斯沃西/Wolfgang Puck/索菲娅·维加拉/安东·叶利钦	喜剧/动画/家庭/奇幻	United States of America_美国/Belgium_比利时	英语	2011	103	世界
1292829	神探飞机头	http://movie.douban.com/subject/1292829/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2134987523.jpg	7.2	汤姆·沙迪亚克	Jack Bernstein/金·凯瑞	金·凯瑞/柯特妮·考克斯/肖恩·杨/Tone Loc/丹·马里诺	喜剧/动作/悬疑/惊悚	United States of America_美国	英语	1994	78	世界
1433673	怪物史瑞克3	http://movie.douban.com/subject/1433673/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p577871352.jpg	7.2	克里斯·米勒 / 许诚毅	Jeffrey Price/Peter S. Seaman/克里斯·米勒/Aron Warner	麦克·梅尔斯/艾迪·墨菲/卡梅隆·迪亚茨/安东尼奥·班德拉斯/鲁伯特·艾弗雷特/贾斯汀·汀布莱克/朱莉·安德鲁斯/约翰·克立斯/拉里·金	喜剧/动画/家庭/奇幻/冒险	United States of America_美国	英语	2007	93	世界
1451911	独家新闻	http://movie.douban.com/subject/1451911/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p620204954.jpg	7.2	伍迪·艾伦	伍迪·艾伦	斯嘉丽·约翰逊/休·杰克曼/伍迪·艾伦/伊恩·麦柯肖恩/萝玛拉·嘉瑞	喜剧/爱情/悬疑/奇幻	United Kingdom_英国/United States of America_美国	英语	2006	96	世界
3001472	青春爱欲吻	http://movie.douban.com/subject/3001472/	http://img4.douban.com/lpic/s2971829.jpg	7.2	顾伦德·查达哈	保罗·梅达·贝哲斯/顾伦德·查达哈	乔治娅·格洛梅/亚伦·泰勒-约翰逊/埃莉诺·汤姆林森/西恩·博克/托米·巴斯托/利亚姆·海斯	剧情/喜剧	United States of America_美国/Germany_德国/United Kingdom_英国	英语	2008	100	世界
6053679	通灵男孩诺曼	http://movie.douban.com/subject/6053679/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1587011843.jpg	7.2	克里斯·巴特勒 / 山姆·菲尔	克里斯·巴特勒	柯蒂·斯密特-麦菲/安娜·肯德里克/莱斯利·曼恩/约翰·古德曼/克里斯托夫·梅兹-普莱瑟/卡西·阿弗莱克/祖蒂·弗兰/杰里米·沙达/伯纳德·希尔/杰夫·格尔林	喜剧/动画/悬疑/惊悚/奇幻/冒险	United States of America_美国	英语	2012	93	世界
3732499	初三大四我爱你	http://movie.douban.com/subject/3732499/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p459985157.jpg	7.2	Haeman Chatemee	Chalermpol Bunnag??? ?????	Sarocha Tanjararak/Kanin Bhatia/Chonlatorn Pruchyarungroaj/Supasit Chinvinukul/Penpak Sirikul/Juree Ohsiri	爱情	Thailand_泰国	泰语	2009	99	世界
1306154	罗密欧与朱丽叶	http://movie.douban.com/subject/1306154/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p523368265.jpg	7.2	巴兹·鲁赫曼	克雷格·皮尔斯/巴兹·鲁赫曼/莎士比亚	莱昂纳多·迪卡普里奥/克莱尔·丹妮丝/约翰·雷吉扎莫/哈罗德·佩里诺/皮特·波斯尔思韦特/保罗·索维诺/布莱恩·丹内利/保罗·路德/戴安·维诺拉/克里斯蒂娜·皮克勒斯/米瑞安·玛格莱斯	剧情/爱情/犯罪	United States of America_美国	英语	1996	120	世界
1951318	生日快乐	http://movie.douban.com/subject/1951318/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p664165174.jpg	7.2	马楚成	张艾嘉/邓洁明/胡恩威	古天乐/刘若英/曾宝仪/吴嘉龙/吴耀汉/周俊伟/任贤齐/林雪/谭俊彦/工藤佑也/郭羡妮/李勤勤	爱情	China_香港	粤语/日语	2007	107	世界
2010975	澳洲乱世情	http://movie.douban.com/subject/2010975/	http://img3.douban.com/lpic/s3332462.jpg	7.2	巴兹·鲁赫曼	斯图尔特·贝亚蒂耶/巴兹·鲁赫曼/罗纳德·哈伍德/理查德·弗拉纳根	妮可·基德曼/休·杰克曼/布兰登·沃特斯/大卫·文翰/大卫·古皮利/杰克·汤普森/元华/布莱恩·布朗/谢伊·亚当斯	剧情/爱情/历史/战争/冒险	Australia_澳大利亚/United States of America_美国	英语/土著语	2009	165	世界
3012257	独家试爱	http://movie.douban.com/subject/3012257/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p486588678.jpg	7.2	叶念琛	叶念琛	方力申/邓丽欣/吴佩慈/陈秀珠/傅颖/侯莎莎/关之彤/魏骏杰/谭俊彦/唐宁/王祖蓝	喜剧/爱情	China_香港	粤语	2006	96	世界
1310174	20 30 40	http://movie.douban.com/subject/1310174/	http://img3.douban.com/lpic/s2573745.jpg	7.2	张艾嘉	张艾嘉/关皓月/卓韵芝	张艾嘉/刘若英/李心洁/梁家辉/黄秋生/任贤齐/杨淇/张洪量/陈柏霖/陈升/齐豫	剧情/喜剧/爱情/音乐/运动	China_中国大陆/China_香港/China_台湾	汉语普通话/粤语	2004	113	世界
3011617	深空失忆	http://movie.douban.com/subject/3011617/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p453467740.jpg	7.2	克里斯蒂安·阿瓦特	克里斯蒂安·阿瓦特/特拉维斯·米洛伊	丹尼斯·奎德/本·福斯特/凯姆·吉甘戴/安婕·特拉乌/黎烈弓/诺曼·瑞杜斯/安德列·汉尼克/沃坦·维尔克·默林/Eddie Rouse/弗雷德里克·坎普特/Asia Luna Mohmand/德芙妮·楚里奥特/Domenico D'Ambrosio	动作/科幻/悬疑/惊悚/恐怖	Germany_德国/United Kingdom_英国	英语/越南语/德语	2009	108	世界
1308715	记忆裂痕	http://movie.douban.com/subject/1308715/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2021574101.jpg	7.2	吴宇森	菲利普·迪克/迪恩·乔格瑞斯	本·阿弗莱克/艾伦·艾克哈特/乌玛·瑟曼/保罗·吉亚玛提/科鲁姆·费奥瑞/乔·莫顿/迈克尔·C·豪尔/皮特·弗雷德曼/凯瑟琳·莫里斯/伊万娜·米利塞维奇/Christopher Kennedy/富尔·切切里/John Cassini/考乐姆·吉斯·雷尼/米歇尔·哈里逊	动作/科幻/悬疑/惊悚	United States of America_美国	英语	2004	119	世界
1297715	火星人玩转地球	http://movie.douban.com/subject/1297715/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1079311904.jpg	7.2	蒂姆·波顿	乔纳森·詹姆斯	杰克·尼科尔森/格伦·克洛斯/杰克·布莱克/安妮特·贝宁/皮尔斯·布鲁斯南/丹尼·德维托/马丁·肖特/莎拉·杰茜卡·帕克/迈克尔·J·福克斯/娜塔莉·波特曼	喜剧/动作/科幻/惊悚/奇幻	United States of America_美国	英语/法语	1996	106	世界
3262091	宝莱坞机器人之恋	http://movie.douban.com/subject/3262091/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p655825942.jpg	7.2	S·尚卡尔	S·尚卡尔	艾西瓦娅·雷/拉吉尼坎塔/丹尼·邓宗帕/科钦·哈尼发/萨布·西里尔	喜剧/动作/科幻/奇幻/冒险	India_印度	泰米尔语	2010	155	世界
1302209	星际之门	http://movie.douban.com/subject/1302209/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1495387023.jpg	7.2	罗兰·艾默里奇	迪安·德夫林/罗兰·艾默里奇	詹姆斯·斯派德/库尔特·拉塞尔/艾利希斯·克鲁兹/韦薇卡·琳德佛斯/杰曼·翰苏/艾瑞克·阿瓦利/杰伊·戴维森/米莉·阿威塔尔	动作/科幻/奇幻/冒险	France_法国/United States of America_美国	英语/挪威语/瑞典语	1994	121	世界
1306795	西蒙妮	http://movie.douban.com/subject/1306795/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1348830808.jpg	7.2	安德鲁·尼科尔	安德鲁·尼科尔	阿尔·帕西诺/薇诺娜·瑞德/瑞秋·罗伯茨/凯瑟琳·基纳/埃文·蕾切尔·伍德	剧情/喜剧/科幻/奇幻	United States of America_美国	英语	2002	117	世界
1294015	星际旅行3：石破天惊	http://movie.douban.com/subject/1294015/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1952962048.jpg	7.2	伦纳德·尼莫伊	Harve Bennett	威廉·夏特纳/伦纳德·尼莫伊/德福雷斯特·凯利/詹姆斯·杜汉/沃尔特·凯尼格	动作/科幻/惊悚/冒险	United States of America_美国	英语	1984	105	世界
1296140	地球停转之日	http://movie.douban.com/subject/1296140/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1517027661.jpg	7.2	罗伯特·怀斯	Edmund H. North	迈克尔·伦尼/帕德里夏·妮尔/休·马洛威/山姆·谢斐/Billy Gray	剧情/科幻/惊悚	United States of America_美国	英语/法语/北印度语	1951	85	世界
1293932	末世纪暴潮	http://movie.douban.com/subject/1293932/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p738785047.jpg	7.2	凯瑟琳·毕格罗	詹姆斯·卡梅隆/杰伊·考克斯	拉尔夫·费因斯/安吉拉·贝塞特/朱丽叶特·刘易斯/汤姆·塞兹摩尔/文森特·多诺费奥	剧情/动作/科幻/悬疑/惊悚/音乐/犯罪/奇幻	United States of America_美国	英语	1995	145	世界
3894510	光晕：传奇	http://movie.douban.com/subject/3894510/	http://img4.douban.com/lpic/s3910226.jpg	7.2	荒牧伸志 / Frank O'Connor / 押井守 / 二村秀树 / 真下耕一	Joseph Staten/川崎裕之/西尾大介	Andy McAvin	动作/科幻/动画	United States of America_美国/Japan_日本	英语/日语	2010	120	世界
1292453	疯狂的麦克斯2	http://movie.douban.com/subject/1292453/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2192562008.jpg	7.2	乔治·米勒	乔治·米勒/特里·海斯/Brian Hannant	梅尔·吉布森/布鲁斯·斯宾斯/弗农·威尔斯/维吉尼亚·海伊/威廉·扎帕/Max Phipps/Arkie Whiteley/Steve J. Spears/Syd Heylen/Tyler Coppin/Harold Baigent	动作/科幻/惊悚/冒险	Australia_澳大利亚	英语	1981	95	世界
22519250	爱的就是你	http://movie.douban.com/subject/22519250/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2191637131.jpg	7.2	查理·麦克道威尔	贾斯汀·莱徳	马克·杜普拉斯/伊丽莎白·莫斯/特德·丹森/玛丽·玛特琳/玛丽·斯汀伯根/Kiana Cason/Kaitlyn Dodson/Lori Farrar/Tim Peddicord/Sean O'Malley/查理·麦克道威尔	爱情/科幻/惊悚	United States of America_美国	英语	2014	91	世界
1927369	天使与魔鬼	http://movie.douban.com/subject/1927369/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p786229120.jpg	7.2	朗·霍华德	大卫·凯普/阿齐瓦·高斯曼/丹·布朗	汤姆·汉克斯/伊万·麦克格雷格/阿耶莱特·祖里尔/斯特兰·斯卡斯加德/皮尔弗朗西斯科·法维诺/尼古拉·雷·卡斯/托尔·林德哈特	悬疑/惊悚	United States of America_美国	英语/意大利语/拉丁语/法语/瑞士德语/德语/西班牙语	2009	138	世界
1294789	第九道门	http://movie.douban.com/subject/1294789/	http://img3.douban.com/lpic/s1476395.jpg	7.2	罗曼·波兰斯基	罗曼·波兰斯基/John Brownjohn	约翰尼·德普/弗兰克·兰格拉/莉娜·奥琳/艾玛纽尔·塞尼耶	剧情/悬疑/惊悚/恐怖/奇幻	France_法国/Spain_西班牙/United States of America_美国	英语/法语/拉丁语/葡萄牙语/西班牙语	1999	133	世界
3006781	高度怀疑	http://movie.douban.com/subject/3006781/	http://img3.douban.com/lpic/s3345570.jpg	7.2	彼得·海姆斯	彼得·海姆斯	杰西·麦特卡尔菲/迈克尔·道格拉斯/爱波·塔布琳/乔·大卫·摩尔/奥兰多·琼斯	剧情/悬疑/惊悚/犯罪	United States of America_美国	英语	2010	106	世界
1741703	夺命手术	http://movie.douban.com/subject/1741703/	http://img3.douban.com/lpic/s2761725.jpg	7.2	Joby Harold	Joby Harold	海登·克里斯滕森/杰西卡·阿尔芭/泰伦斯·霍华德/莉娜·奥琳	悬疑/惊悚/犯罪	United States of America_美国	英语/日语	2007	84	世界
1917086	不可告人	http://movie.douban.com/subject/1917086/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p753947235.jpg	7.2	吉约姆·卡内	吉约姆·卡内/Philippe Lefebvre	弗朗索瓦·克鲁塞/玛丽-乔西·克罗兹/安德烈·杜索里埃/克里斯汀·斯科特·托马斯	剧情/悬疑/惊悚/犯罪	France_法国	法语	2006	131	世界
1296252	将军的女儿	http://movie.douban.com/subject/1296252/	http://img4.douban.com/lpic/s2929548.jpg	7.2	西蒙·韦斯特	Christopher Bertolini/威廉姆·高德曼/Nelson DeMille	约翰·特拉沃尔塔/玛德琳·斯托/詹姆斯·克伦威尔/詹姆斯·伍兹/莱斯利·斯蒂芬森 Leslie Stefanson	剧情/悬疑/惊悚/战争/犯罪	United States of America_美国/Germany_德国	英语	1999	116	世界
1292676	双重危机	http://movie.douban.com/subject/1292676/	http://img3.douban.com/lpic/s2864495.jpg	7.2	布鲁斯·贝尔斯福德	David Weisberg/Douglas Cook	汤米·李·琼斯/艾什莉·贾德/布鲁斯·格林伍德/Brennan Elliott	剧情/悬疑/惊悚/犯罪	United States of America_美国/Germany_德国/Canada_加拿大	英语	1999	105	世界
1293840	满洲候选人	http://movie.douban.com/subject/1293840/	http://img4.douban.com/lpic/s2560188.jpg	7.2	约翰·弗兰克海默	乔治·阿克塞尔罗德/理查德·康登/约翰·弗兰克海默	弗兰克·辛纳特拉/劳伦斯·哈维/安吉拉·兰斯伯瑞/珍妮特·利/亨利·席尔瓦	剧情/爱情/悬疑/惊悚/战争	United States of America_美国	英语	1962	126	世界
4122701	鬼乱5	http://movie.douban.com/subject/4122701/	http://img3.douban.com/lpic/s3927702.jpg	7.2	班庄·比辛达拿刚 / Songyos Sugmakanan / Paween Purikitpanya / 柏德潘·王般	班庄·比辛达拿刚	哲拉予·拉翁马尼/雷·麦克唐纳/Chumphorn Thepphithak/Apasiri Nitibhon/邓·翁韦德·答奴翁/Gacha Plienwithi/Sarinrat Thomas/Chartpawee Treechawanvong/查理·哲华/Suteerush Channukool/Akiko Ozeki/Theeraneth Yuki Tanaka/Danaipat Labpipat/Nicole Theriault/Peeratchai Roompol/Nattapong Chartpong	恐怖	Thailand_泰国	泰语	2009	126	世界
1298389	猛鬼街	http://movie.douban.com/subject/1298389/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2163976216.jpg	7.2	韦斯·克雷文	韦斯·克雷文	希瑟·兰根坎普/罗伯特·英格兰德/约翰·萨克松/阿曼达·怀斯/约翰尼·德普	恐怖	United States of America_美国	英语	1984	91	世界
1296332	阴风阵阵	http://movie.douban.com/subject/1296332/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1122861474.jpg	7.2	达里奥·阿基多	达里奥·阿基多/达里亚·尼古洛蒂	杰西卡·哈珀/斯蒂芬妮娅·卡西尼/Flavio Bucci/米盖尔·波斯/Barbara Magnolfi	恐怖	Italy_意大利	意大利语/俄语/英语/德语/拉丁语	1977	95	世界
1301156	怪谈协会	http://movie.douban.com/subject/1301156/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1519798098.jpg	7.2	马伟豪 / 钱文琦 / 叶伟民	马伟豪/王晶/邹凯光	袁咏仪/舒淇/黎姿/江希文/张达明/古德昭	喜剧/恐怖	China_香港	粤语	1996	90	世界
1305793	活跳尸	http://movie.douban.com/subject/1305793/	http://img3.douban.com/lpic/s2343610.jpg	7.2	斯图尔特·戈登	Dennis Paoli	杰弗瑞·考姆斯/Bruce Abbott/巴巴拉·克兰普顿/David Gale/Robert Sampson	喜剧/科幻/恐怖	United States of America_美国	英语/德语	1985	86	世界
1292739	恐怖幽灵	http://movie.douban.com/subject/1292739/	http://img3.douban.com/lpic/s4500154.jpg	7.2	彼得·杰克逊	弗兰·威尔士/彼得·杰克逊	迈克尔·J·福克斯/翠尼·阿瓦拉多/彼得·道博森/约翰·阿斯廷/杰弗瑞·考姆斯/迪·沃伦斯/杰克·布塞/齐·麦克布赖德/Jim Fyfe/特洛伊·伊万斯/朱丽安娜·麦卡蒂/李·厄米/Elizabeth Hawthorne/安吉拉·布鲁姆菲尔德/Desmond Kelly	喜剧/恐怖/奇幻	New Zealand_新西兰/United States of America_美国	英语	1996	110	世界
1293448	鬼玩人2	http://movie.douban.com/subject/1293448/	http://img4.douban.com/lpic/s24585366.jpg	7.2	山姆·雷米	山姆·雷米/斯科特·斯皮格尔	布鲁斯·坎贝尔/Sarah Berry/Dan Hicks/Kassie Wesley DePaiva	喜剧/恐怖	United States of America_美国	英语	1987	70	世界
1303897	宠物公墓	http://movie.douban.com/subject/1303897/	http://img3.douban.com/lpic/s1891264.jpg	7.2	玛莉 兰伯特 (Mary Lambert)	斯蒂芬·金	Dale Midkiff/Fred Gwynne/Denise Crosby	剧情/悬疑/惊悚/恐怖/奇幻	United States of America_美国	英语	1989	103	世界
1304044	鬼童院	http://movie.douban.com/subject/1304044/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1960074916.jpg	7.2	吉尔莫·德尔·托罗	吉尔莫·德尔·托罗/Antonio Trashorras/David Mu?oz	费尔南多·提尔弗/爱德华多·诺列加/费德里科·路皮/玛丽莎·佩雷德斯/因尼哥·加塞斯/伊琳娜·维塞多	悬疑/惊悚/恐怖/奇幻	Spain_西班牙/Mexico_墨西哥	西班牙语	2001	108	世界
1422340	小丑回魂	http://movie.douban.com/subject/1422340/	http://img3.douban.com/lpic/s4427264.jpg	7.2	Tommy Lee Wallace	斯蒂芬·金	Tim Curry/丹尼斯·克里斯托弗/Richard Masur/安妮特·奥图/Tim Reid/约翰·瑞特/理查德·托马斯	剧情/悬疑/恐怖	United States of America_USA/Canada_Canada	English	1990	192	世界
1299667	驱魔警察	http://movie.douban.com/subject/1299667/	http://img3.douban.com/lpic/s4186425.jpg	7.2	董玮	沈治樑/曾谨昌	林正英/苗乔伟/林俊贤/王美华/西协美智子/午马/周比利/陈治良	恐怖	China_香港	粤语	1990	87	世界
6719716	僵尸胡安	http://movie.douban.com/subject/6719716/	http://img4.douban.com/lpic/s11162969.jpg	7.2	亚历桑德罗·布鲁格斯	亚历桑德罗·布鲁格斯	安德丽·杜洛/约格·莫利纳/Luis Alberto García/Andros Perugorría/Jazz Vilá/Eliecer Ramírez/Antonio Dechent/Blanca Rosa Blanco	喜剧/恐怖	Spain_西班牙/Cuba_古巴	西班牙语	2011	92	世界
1307800	铁男1：金属兽	http://movie.douban.com/subject/1307800/	http://img3.douban.com/lpic/s2954505.jpg	7.2	塚本晋也	塚本晋也	田口智朗/石桥莲司/六平直政/塚本晋也/藤原京	科幻/惊悚/恐怖	Japan_日本	日语	1989	67	世界
6390832	迫降航班	http://movie.douban.com/subject/6390832/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1884921666.jpg	7.2	罗伯特·泽米吉斯	约翰·盖汀斯	丹泽尔·华盛顿/詹姆斯·戴尔/约翰·古德曼/唐·钱德尔/凯利·蕾莉/布鲁斯·格林伍德	剧情/灾难	United States of America_美国	英语	2012	138	世界
3660508	海瑟	http://movie.douban.com/subject/3660508/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p922961851.jpg	7.2	斯邦瑟·舒瑟	斯邦瑟·舒瑟/大卫·米奇欧德/Brian Charles Frank	约瑟夫·高登-莱维特/娜塔莉·波特曼/雷恩·威尔森/派珀·劳瑞/约翰·卡洛·林奇/Devin Brochu	剧情/家庭	United States of America_美国	英语	2011	100	世界
1986338	歌舞青春2	http://movie.douban.com/subject/1986338/	http://img3.douban.com/lpic/s4029290.jpg	7.2	肯尼·奥特加	Peter Barsocchini	扎克·埃夫隆/瓦妮莎·哈金斯/阿什丽·提斯代尔/卢卡斯·格拉比/科宾·布鲁	剧情/喜剧/家庭	United States of America_美国	英语	2007	104	世界
1422954	吮拇指的人	http://movie.douban.com/subject/1422954/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1563658637.jpg	7.2	迈克·米尔斯	迈克·米尔斯/Walter Kirn	Ted Beckman/本杰明·布拉特/文森特·多诺费奥/Arvin V. Entena/Tyler Gannon/凯丽·加纳/Allen Go/Dakota Goldhor/Walter Kirn/Kit Koenig/Sarah Lucht/Eric Normington/南希·奥黛尔/Lanette Prazeau/卢·泰勒·普奇	剧情/喜剧	United States of America_美国	英语	2005	96	世界
4185834	丧尸乐园2	https://movie.douban.com/subject/4185834/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564153041.jpg	7.1	 鲁本·弗雷斯彻	 戴夫·卡拉汉姆  瑞特·里斯  保罗·韦尼克	 伍迪·哈里森  杰西·艾森伯格  艾玛·斯通  阿比盖尔·布雷斯林  佐伊·达奇  阿万·乔贾  罗莎里奥·道森  卢克·威尔逊  托马斯·米德蒂奇  维多利亚·哈尔  维克多·里维拉  伊恩·格雷格  德文·莫吉卡  瑞秋·鲁特雷尔  约翰·迪克森  比尔·默瑞  阿尔·罗克  莉莉·埃斯特凡  塞尔吉奥·布里奥内斯  蒂莫西·卡尔  扎拉·麦克道威尔  迪索·拉莫斯	 喜剧/动作/恐怖	 United States of America_美国/Canada_加拿大	 英语	2019	99	世界
27180759	送我上青云	https://movie.douban.com/subject/27180759/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565751382.jpg	7.1	 滕丛丛	 滕丛丛	 姚晨  袁弘  李九霄  梁冠华  杨新鸣  吴玉芳	 剧情	 China_中国大陆	 汉语普通话	2019	99	世界
30331424	最普通的恋爱	https://movie.douban.com/subject/30331424/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570803082.jpg	7.1	 金涵潔	 金涵潔  吴孝珍	 金来沅  孔晓振  姜其永  郑雄仁  张素妍  周敏京  吴东旻  裴贤圣  李在恩  郑惠莲  孙武铉  朴根祿	 喜剧/爱情	 Spain_西班牙	 韩语	2019	109	世界
27114963	奇妙的家族	https://movie.douban.com/subject/27114963/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545262072.jpg	7.1	 李珉才	 李珉才	 郑在咏  金南佶  严志媛  李秀卿  郑家蓝  朴仁焕  申正根  吴义植  金基天  李东熙  具本雄  柳淳哲  崔钟律  李英锡  李晟宇  李佳英  刘炳洙  吴顺泰   金妍贞  郑宇荣  高东亨  张恩钟  纪焕  崔英民  蔡恩珠  金昌朱  全裴修	 喜剧/恐怖	 Spain_西班牙	 韩语	2019	112	世界
30246061	学区房72小时	https://movie.douban.com/subject/30246061/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2560837532.jpg	7.1	 陈晓鸣	 陈晓鸣	 管轩  徐幸  傅淼  屠画  荣蓉  钱懿  滕学坤  七七  刘孝棣  陈果	 剧情	 China_中国大陆	 汉语普通话	2019	99	世界
30188466	酷刑报告	https://movie.douban.com/subject/30188466/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566525380.jpg	7.1	 斯科特·Z·本恩斯	 斯科特·Z·本恩斯	 亚当·德赖弗  寇瑞·斯托尔  小伊万德·杜克  乔恩·哈姆  琳达·鲍威尔  安妮特·贝宁  桑德拉·兰德斯  约翰·罗斯曼  维克多·斯勒扎克  盖伊·博伊德  亚历山大·卓别林  乔安妮·塔克  毛拉·蒂尔内  迈克尔·C·豪尔  伊恩·布莱克曼  多米尼克·福穆萨  萨拉·古德伯格  法耶尔·阿尔-凯斯  道格拉斯·霍奇斯  卡洛斯·戈麦斯  肖恩·杜根  蒂姆·布雷克·尼尔森  普·班德赫  本·麦肯锡  杰克·西尔伯曼  泰德·拉文  斯科特· 谢泼德  朱莉娅·穆尼  丹尼尔·伦敦  詹妮弗·莫里森  马修·瑞斯  凯特·宾汉  詹姆斯·海恩德曼  奥斯汀·迈克尔·杨  马德琳·韦斯特·杜乔夫尼  诺亚·比恩  迪克·切尼  约翰·克里  雷切尔·玛多  约翰·麦凯恩  巴拉克·奥巴马  唐纳德·拉姆斯菲尔德  吉纳维芙亚当斯  尼尔·弗莱舍  罗丝玛丽·霍华德	 剧情	 United States of America_美国	 英语	2019	118	世界
27109171	娑婆诃	https://movie.douban.com/subject/27109171/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545549959.jpg	7.1	 张宰贤	 张宰贤	 李政宰  朴正民  李在仁  陈善圭	 剧情/悬疑/惊悚	 Spain_西班牙	 韩语	2019	122	世界
3927736	高材生	https://movie.douban.com/subject/3927736/	https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557679669.jpg	7.1	 奥利维亚·王尔德	 苏珊娜·福格尔  凯瑟琳·西尔伯曼  艾米莉·哈尔彭  莎拉·哈斯金斯	 比妮·费尔德斯坦  凯特琳·德弗  杰西卡·威廉姆斯  杰森·苏戴奇斯  丽莎·库卓  威尔·福特  维多利亚·茹斯佳  斯凯勒·吉桑多  戴安娜·西尔弗斯  莫莉·戈登  比莉·洛德  爱德华多·弗兰科  尼科·希拉加  奥斯汀·克鲁特  诺亚·盖尔文  迈克·奥布莱恩  黛布·海特  克里斯托弗·阿维拉  斯蒂芬妮·斯泰尔斯  约翰·哈特曼  玛娅·鲁道夫  阿德里安·法维拉  Mason Gooding	 喜剧/同性	 United States of America_美国	 英语	2019	102	世界
30283209	与我跳舞	https://movie.douban.com/subject/30283209/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2548748283.jpg	7.1	 矢口史靖	 矢口史靖	 三吉彩花  八城优  永谷真绘  三浦贵大  室毅  宝田明	 剧情/喜剧/歌舞	 Japan_日本	 日语	2019	104	世界
6895950	火箭人	https://movie.douban.com/subject/6895950/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2553820571.jpg	7.1	 德克斯特·弗莱彻	 李·哈尔	 塔伦·埃格顿  杰米·贝尔  理查德·麦登  布莱丝·达拉斯·霍华德  斯蒂文·麦金托什  查理·罗  哈丽特·瓦尔特  维克托里娅·菲斯  杰玛·琼斯  汤姆·班尼特  朱利安·费罗  莱顿·威廉姆斯  基特·康纳  卡米尔·雷米泽斯基  贝恩·科拉科  齐亚德·阿巴扎  伊斯雷尔·鲁兹  拉斯科·阿特金斯  格雷厄姆·弗莱彻-库克  史蒂威·戴维斯	 剧情/同性/音乐/传记	United Kingdom_英国/United States of America_美国/Canada_加拿大	 英语	2019	121	世界
