id	title	url	cover	rate	director	composer	actor	category	district	language	showtime	lenth	concluding
1292052	肖申克的救赎	http://movie.douban.com/subject/1292052/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p480747492.jpg	9.6	弗兰克·德拉邦特	弗兰克·德拉邦特/斯蒂芬·金	蒂姆·罗宾斯/摩根·弗里曼/鲍勃·冈顿/威廉姆·赛德勒/克兰西·布朗/吉尔·贝罗斯/马克·罗斯顿/詹姆斯·惠特摩/杰弗里·德曼/拉里·布兰登伯格/尼尔·吉恩托利/布赖恩·利比/大卫·普罗瓦尔/约瑟夫·劳格诺/祖德·塞克利拉	剧情/犯罪	United States of America_美国	英语	1984	142	TOP
1296141	控方证人	http://movie.douban.com/subject/1296141/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1505392928.jpg	9.5	比利·怀德	阿加莎·克里斯蒂/比利·怀德/哈里·库尼兹	泰隆·鲍华/玛琳·黛德丽/查尔斯·劳顿/爱尔莎·兰切斯特/约翰·威廉姆斯/亨利·丹尼尔/伊安·沃尔夫/托林·撒切尔/诺玛·威登	剧情/悬疑/犯罪	United States of America_美国	英语/德语	1971	116	TOP
20326557	巴黎圣母院	http://movie.douban.com/subject/20326557/	http://img3.douban.com/lpic/s24131904.jpg	9.5	Gilles Maheu		海伦娜·赛加拉/加劳/丹尼尔·拉沃伊/布鲁诺·佩尔蒂埃/帕特里克·费欧里/拉克·默维尔/朱丽叶·泽纳缇	剧情/爱情/音乐	France_法国	法语	2005		TOP
1295644	这个杀手不太冷	http://movie.douban.com/subject/1295644/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p511118051.jpg	9.4	吕克·贝松	吕克·贝松	让·雷诺/娜塔莉·波特曼/加里·奥德曼/丹尼·爱罗/麦温	剧情/动作/犯罪	France_法国	英语/意大利语	2010	133	TOP
1292720	阿甘正传	http://movie.douban.com/subject/1292720/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p510876377.jpg	9.4	罗伯特·泽米吉斯	艾瑞克·罗斯/Winston Groom	汤姆·汉克斯/罗宾·怀特/加里·西尼斯/麦凯尔泰·威廉逊/莎莉·菲尔德/Michael Conner Humphreys/海利·乔·奥斯蒙	剧情/爱情	United States of America_美国	英语	2010	142	TOP
1291546	霸王别姬	http://movie.douban.com/subject/1291546/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910813120.jpg	9.4	陈凯歌	芦苇/李碧华	张国荣/张丰毅/巩俐/葛优/英达/蒋雯丽/吴大维/吕齐/雷汉/尹治/马明威/费振翔/智一桐/李春/赵海龙/李丹/童弟/沈慧芬	剧情/爱情/同性	China_中国大陆/China_香港	汉语普通话	1993	171	TOP
1292063	美丽人生	http://movie.douban.com/subject/1292063/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p510861873.jpg	9.4	罗伯托·贝尼尼	文森佐·克拉米/罗伯托·贝尼尼	罗伯托·贝尼尼/尼可莱塔·布拉斯基/乔治·坎塔里尼/朱斯蒂诺·杜拉诺/塞尔吉奥·比尼·布斯特里克/玛丽莎·佩雷德斯/豪斯特·巴奇霍兹/利迪娅·阿方西/朱利亚娜·洛约迪切	剧情/战争	Italy_意大利	意大利语/德语/英语	1997	118	TOP
1295124	辛德勒的名单	http://movie.douban.com/subject/1295124/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p492406163.jpg	9.4	史蒂文·斯皮尔伯格	托马斯·肯尼利/斯蒂文·泽里安	连姆·尼森/本·金斯利/拉尔夫·费因斯/卡罗琳·古多尔/乔纳森·萨加尔/艾伯丝·戴维兹/马尔戈萨·格贝尔/马克·伊瓦涅/Béatrice Macola/安德烈·瑟韦林/Friedrich von Thun/Krzysztof Luft/Norbert Weisser	剧情/历史/战争	United States of America_美国	英语/希伯来语/德语/波兰语	1998	195	TOP
2131459	机器人总动员	http://movie.douban.com/subject/2131459/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p449665982.jpg	9.3	安德鲁·斯坦顿	安德鲁·斯坦顿/吉姆·里尔顿/彼特·道格特	本·贝尔特/艾丽莎·奈特/杰夫·格尔林/佛莱德·威拉特	喜剧/爱情/科幻/动画/冒险	United States of America_美国	英语	1994	98	TOP
1293182	十二怒汉	http://movie.douban.com/subject/1293182/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2173577632.jpg	9.3	西德尼·吕美特	雷金纳德·罗斯	亨利·方达/马丁·鲍尔萨姆/约翰·菲尔德/李·科布/E.G.马绍尔/杰克·克卢格曼/爱德华·宾斯/杰克·瓦尔登/约瑟夫·史威尼/埃德·贝格利/乔治·沃斯科维奇/罗伯特·韦伯	剧情	United States of America_美国	英语	1997	96	TOP
1291831	灿烂人生	http://movie.douban.com/subject/1291831/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1643917533.jpg	9.3	马可·图利欧·吉欧达纳	萨多·皮查歌利尔/斯蒂法诺·鲁林	卢伊吉洛·肖卡/阿莱西奥·博尼/杰丝敏·特丽卡/索尼娅·贝加马斯卡/玛雅·珊萨/阿德里娅娜·阿斯蒂	剧情/爱情/家庭	Italy_意大利	意大利语	2004	180	TOP
3921106	皮娜·鲍什：穆勒咖啡馆	http://movie.douban.com/subject/3921106/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2121858349.jpg	9.3	皮娜·鲍什		皮娜·鲍什/Malou Airaudo/Dominique Mercy/Jan Minarik/Nazareth Panadero/Jean-Laurent Sasportes		Germany_德国		1982	49	TOP
3541415	盗梦空间	http://movie.douban.com/subject/3541415/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p513344864.jpg	9.2	克里斯托弗·诺兰	克里斯托弗·诺兰	莱昂纳多·迪卡普里奥/约瑟夫·高登-莱维特/艾伦·佩吉/渡边谦/汤姆·哈迪/迪利普·劳/玛丽昂·歌迪亚/基里安·墨菲/汤姆·贝伦杰/迈克尔·凯恩/卢卡斯·哈斯/皮特·波斯尔思韦特	剧情/动作/科幻/悬疑/冒险	United States of America_美国/United Kingdom_英国	英语/日语/法语	2013	148	TOP
1291561	千与千寻	http://movie.douban.com/subject/1291561/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1910830216.jpg	9.2	宫崎骏	宫崎骏	柊瑠美/入野自由/夏木真理/菅原文太/内藤刚志/神木隆之介/泽口靖子/我修院达也	剧情/动画/奇幻	Japan_日本	日语	1995	125	TOP
1292001	海上钢琴师	http://movie.douban.com/subject/1292001/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p511146957.jpg	9.2	朱塞佩·托纳多雷	亚利桑德罗·巴里克/朱塞佩·托纳多雷	蒂姆·罗斯/普路特·泰勒·文斯/比尔·努恩/梅兰尼·蒂埃里/阿尔贝托·巴斯克斯	剧情/音乐	Italy_意大利	英语/法语	2003	165	TOP
3011091	忠犬八公的故事	http://movie.douban.com/subject/3011091/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p524964016.jpg	9.2	莱塞·霍尔斯道姆	Stephen P. Lindsey/新藤兼人	理查·基尔/萨拉·罗默尔/琼·艾伦/Robbie Sublett/艾瑞克·阿瓦利/田川洋行/杰森·亚历山大/罗伯特·卡普荣	剧情	United States of America_美国/United Kingdom_英国	英语/日语	2009	93	TOP
1291549	放牛班的春天	http://movie.douban.com/subject/1291549/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910824951.jpg	9.2	克里斯托夫·巴拉蒂	克里斯托夫·巴拉蒂/Philippe Lopes-Curval	杰拉尔·朱诺/弗朗西斯·贝尔兰德/凯德·麦拉德/Jean-Paul Bonnaire/玛丽·布奈尔/让-巴蒂斯特·莫尼耶/马科森斯·珀林/Grégory Gatignol/Thomas Blumenthal/Cyril Bernicot/Simon Fargeot/Théodule Carré-Cassaigne/Philippe du Janerand/Carole Weiss/Erick Desmarestz/雅克·贝汉	剧情/音乐/儿童	France_法国/Germany_德国/Switzerland_瑞士	法语	1999	97	TOP
1291841	教父	http://movie.douban.com/subject/1291841/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910907404.jpg	9.2	弗朗西斯·福特·科波拉	马里奥·普佐/弗朗西斯·福特·科波拉	马龙·白兰度/阿尔·帕西诺/詹姆斯·凯恩/罗伯特·杜瓦尔/黛安·基顿/约翰·凯泽尔/塔莉娅·夏尔	剧情/犯罪	United States of America_美国	英语/意大利语/拉丁语	2011	175	TOP
1300267	乱世佳人	http://movie.douban.com/subject/1300267/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1963126880.jpg	9.2	维克多·弗莱明 / 乔治·库克 / 山姆·伍德	西德尼·霍华德/Oliver H.P. Garrett/本·赫克特/乔·斯沃林/John Van Druten/玛格丽特·米歇尔	克拉克·盖博/费雯·丽/莱斯利·霍华德/奥利维娅·德哈维兰/托马斯·米切尔/芭芭拉·欧内尔/伊夫林·凯耶斯/安·卢瑟福德/乔治·里弗斯/弗莱德·克莱恩/海蒂·麦克丹尼尔斯/维克托·乔里/Oscar Polk/Butterfly McQueen/Everett Brown/Howard C. Hickman/Alicia Rhett	剧情/爱情/战争	United States of America_美国	英语	2004	238	TOP
1418019	大闹天宫	http://movie.douban.com/subject/1418019/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2184505167.jpg	9.2	万籁鸣 / 唐澄	李克弱/万籁鸣	邱岳峰/富润生/毕克/尚华/于鼎/李梓/刘广宁	动画/奇幻	China_中国大陆	汉语普通话	2002	114	TOP
1293908	城市之光	http://movie.douban.com/subject/1293908/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2099815842.jpg	9.2	查理·卓别林	查理·卓别林/Harry Clive/Harry Crocker	查理·卓别林/弗吉尼亚·切瑞尔/佛罗伦斯·李/亨利·伯格曼/珍·哈露	剧情/喜剧/爱情	United States of America_美国	英语	2012	87	TOP
1293749	生活多美好	http://movie.douban.com/subject/1293749/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p771490367.jpg	9.2	弗兰克·卡普拉	弗朗西丝·古德里奇/艾伯特·哈克特/弗兰克·卡普拉	詹姆斯·斯图尔特/唐娜·里德/莱昂纳尔·巴里摩尔/托马斯·米切尔/亨利·崔佛斯	剧情/爱情/奇幻	United States of America_美国	英语	2010	118	TOP
1424334	洞	http://movie.douban.com/subject/1424334/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1184780820.jpg	9.2	雅克·贝克	雅克·贝克/乔斯·乔凡尼	马克·米歇尔/吉恩·凯乐蒂/菲利普·勒鲁瓦/迈克尔·康斯坦丁/雷蒙德·梅尼尔	剧情/惊悚/犯罪	France_法国/Italy_意大利	法语	2013	132	TOP
1304920	切腹	http://movie.douban.com/subject/1304920/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2151748293.jpg	9.2	小林正树	桥本忍	仲代达矢/石浜朗/岩下志麻/丹波哲郎/三岛雅夫/中谷一郎/佐藤庆/稻叶义男/井川比佐志/武内亨/青木义朗/松村达雄/小林昭二/三国连太郎	剧情	Japan_日本	日语	1962	133	TOP
1889243	星际穿越	http://movie.douban.com/subject/1889243/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2206088801.jpg	9.1	克里斯托弗·诺兰	乔纳森·诺兰/克里斯托弗·诺兰	马修·麦康纳/安妮·海瑟薇/杰西卡·查斯坦/迈克尔·凯恩/麦肯吉·弗依/蒂莫西·柴勒梅德/约翰·利特高/韦斯·本特利/大卫·吉雅西/比尔·欧文/马特·达蒙/卡西·阿弗莱克/托弗·戈瑞斯/艾伦·伯斯汀/科莱特·沃夫/弗朗西斯·X·麦卡蒂/安德鲁·博尔巴/乔什·斯图沃特/莱雅·卡里恩斯/利亚姆·迪金森/杰夫·赫普内尔/伊莱耶斯·加贝尔/布鲁克·史密斯	剧情/科幻/悬疑/家庭/冒险	United States of America_美国/United Kingdom_英国/Canada_加拿大	英语	2016	169	TOP
19897541	机动战士高达 THE ORIGIN I 青瞳的卡斯巴尔	http://movie.douban.com/subject/19897541/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2212678557.jpg	9.1	安彦良和 / 今西隆志	隅沢克之	田中真弓/潘惠美/池田秀一/银河万丈/藤真秀/三宅健太/渡边明乃/津田英三/恒松步/喜山茂雄/泽城美雪/茶风林/大塚明夫	剧情/动画	Japan_日本	日语	2012	63	TOP
3793023	三傻大闹宝莱坞	http://movie.douban.com/subject/3793023/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p579729551.jpg	9.1	拉吉库马尔·希拉尼	Vidhu Vinod Chopra/拉吉库马尔·希拉尼/阿西奇·乔希	阿米尔·汗/卡琳娜·卡普尔/马达范/沙尔曼·乔希/奥米·瓦依达/波曼·伊拉妮/Mona Singh/Rajeev Ravindranathan	剧情/喜剧/爱情/歌舞	India_印度	印地语/乌尔都语/英语	2008	171	TOP
1292722	泰坦尼克号	http://movie.douban.com/subject/1292722/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p457760035.jpg	9.1	詹姆斯·卡梅隆	詹姆斯·卡梅隆	莱昂纳多·迪卡普里奥/凯特·温丝莱特/比利·赞恩/凯西·贝茨/弗兰西丝·费舍/格劳瑞亚·斯图尔特/苏茜·爱米斯/比尔·帕克斯顿/伯纳德·希尔/维克多·加博/伊万·斯图尔特/詹姆斯·卡梅隆	剧情/爱情/灾难	United States of America_美国	英语/法语/德语/瑞典语/意大利语/俄语	2003	194	TOP
1292213	大话西游之大圣娶亲	http://movie.douban.com/subject/1292213/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p648365452.jpg	9.1	刘镇伟	刘镇伟/吴承恩	周星驰/吴孟达/朱茵/蔡少芬/蓝洁瑛/莫文蔚/罗家英/刘镇伟/陆树铭/李健仁	喜剧/动作/爱情/奇幻/冒险	China_香港/China_中国大陆	粤语/汉语普通话	2013	95	TOP
6786002	触不可及	http://movie.douban.com/subject/6786002/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1454261925.jpg	9.1	奥利维·那卡什 / 艾力克·托兰达	奥利维·那卡什/艾力克·托兰达	弗朗索瓦·克鲁塞/奥玛·赛/安乐妮/奥黛丽·弗洛特/托马斯·索利维斯	剧情/喜剧	France_法国	法语	2015	112	TOP
1291560	龙猫	http://movie.douban.com/subject/1291560/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1910829638.jpg	9.1	宫崎骏	宫崎骏	日高法子/坂本千夏/岛本须美/北林谷荣/高木均	动画/奇幻	Japan_日本	日语	2009	86	TOP
1291828	天堂电影院	http://movie.douban.com/subject/1291828/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910901025.jpg	9.1	朱塞佩·托纳多雷	Carl Paoli/朱塞佩·托纳多雷	安东娜拉·塔莉/恩佐·卡拉瓦勒/艾萨·丹尼埃利/里奥·故罗塔/马克·莱昂纳蒂/Pupella Maggio/阿格妮丝·那诺/里奥普尔多·特里斯特/萨瓦特利·卡西欧/塔诺·希玛罗萨/尼古拉·平托/Roberta Lena/尼诺·戴罗佐/雅克·贝汉/布丽吉特·佛西/菲利浦·诺瓦雷	剧情/爱情	Italy_意大利/France_法国	意大利语/英语/葡萄牙语	2012	155	TOP
1291552	指环王3：王者无敌	http://movie.douban.com/subject/1291552/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910825503.jpg	9.1	彼得·杰克逊	弗兰·威尔士/菲利帕·鲍恩斯/彼得·杰克逊/J·R·R·托尔金	维果·莫腾森/伊利亚·伍德/西恩·奥斯汀/丽芙·泰勒/伊恩·麦克莱恩/奥兰多·布鲁姆/凯特·布兰切特/米兰达·奥图/安迪·瑟金斯/雨果·维文/多米尼克·莫纳汉/比利·博伊德/马尔顿·索克斯/卡尔·厄本/克里斯托弗·李/约翰·瑞斯-戴维斯	剧情/动作/奇幻/冒险	United States of America_美国/New Zealand_新西兰	英语/昆雅语/古英语/辛达林语	2002	201	TOP
1291858	鬼子来了	http://movie.douban.com/subject/1291858/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1181775734.jpg	9.1	姜文	姜文/史建全/述平/尤凤伟	姜文/香川照之/袁丁/姜鸿波/陈强/丛志军/喜子/李海滨/泽田谦也/蔡卫东/陈莲梅/宫路佳具/吴大维/梶冈润一/姜武	剧情/战争	China_中国大陆	汉语普通话/日语/唐山话	1999	162	TOP
1900841	窃听风暴	http://movie.douban.com/subject/1900841/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1808872109.jpg	9.1	弗洛里安·亨克尔·冯·多纳斯马	弗洛里安·亨克尔·冯·多纳斯马	乌尔里希·穆埃/马蒂娜·戈黛特/塞巴斯蒂安·科赫/乌尔里奇·图克尔/托马斯·席尔梅	剧情/悬疑	Germany_德国	德语	2004	137	TOP
1299131	教父2	http://movie.douban.com/subject/1299131/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p616779231.jpg	9.1	弗朗西斯·福特·科波拉	马里奥·普佐/弗朗西斯·福特·科波拉	阿尔·帕西诺/罗伯特·杜瓦尔/黛安·基顿/罗伯特·德尼罗/约翰·凯泽尔/塔莉娅·夏尔/李·斯特拉斯伯格/迈克尔·V·格佐/G·D·斯普拉德林/理查德·布赖特/加斯通·莫辛/汤姆·罗斯奎/布鲁诺·柯比/弗兰克?西维罗/Francesca De Sapio	剧情/犯罪	United States of America_美国	英语/意大利语/西班牙语/拉丁语/西西里语	2012	200	TOP
1292262	美国往事	http://movie.douban.com/subject/1292262/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p477229647.jpg	9.1	赛尔乔·莱翁内	Piero De Bernardi/Leonardo Benvenuti/Franco Arcalli/Enrico Medioli/弗兰科·费里尼/赛尔乔·莱翁内	罗伯特·德尼罗/詹姆斯·伍兹/詹妮弗·康纳利/伊丽莎白·麦戈文/乔·佩西/塔斯黛·韦尔德/波特·杨/特里特·威廉斯/丹尼·爱罗/理查德·布赖特	剧情/犯罪	Italy_意大利/United States of America_美国	英语/法语/意大利语	2013	229	TOP
1303021	小鞋子	http://movie.douban.com/subject/1303021/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2173580536.jpg	9.1	马基德·马基迪	马基德·马基迪	Amir Farrokh Hashemian/默罕默德·阿米尔·纳吉/Bahare Seddiqi/Nafise Jafar-Mohammadi/Fereshte Sarabandi	剧情/家庭/儿童	Iran_伊朗	波斯语	1990	89	TOP
1294371	摩登时代	http://movie.douban.com/subject/1294371/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2173707976.jpg	9.1	查理·卓别林	查理·卓别林	查理·卓别林/宝莲·高黛/亨利·伯格曼/Tiny Sandford/切斯特·康克林	剧情/喜剧/爱情	United States of America_美国	英语	1987	87	TOP
1295399	七武士	http://movie.douban.com/subject/1295399/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p647099823.jpg	9.1	黑泽明	黑泽明/小国英雄/桥本忍	三船敏郎/志村乔/稻叶义男/宫口精二/千秋实/加东大介/木村功	剧情/动作/冒险	Japan_日本	日语	2009	160	TOP
1291568	东京物语	http://movie.douban.com/subject/1291568/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1910832390.jpg	9.1	小津安二郎	野田高梧/小津安二郎	笠智众/原节子/杉村春子/东山千荣子/山村聪/香川京子	剧情/家庭	Japan_日本	日语	2013	136	TOP
1401118	黄金三镖客	http://movie.douban.com/subject/1401118/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2101693489.jpg	9.1	赛尔乔·莱翁内	艾根诺尔·因克鲁西/富里奥·斯卡派利/卢西亚诺·文森佐尼/赛尔乔·莱翁内	克林特·伊斯特伍德/埃里·瓦拉赫/李·范·克里夫/阿尔多·久弗瑞/路易吉·皮斯蒂利	西部/冒险	Italy_意大利/Spain_西班牙/Germany_西德	意大利语/英语	2009	161	TOP
1299361	爱·回家	http://movie.douban.com/subject/1299361/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2107418134.jpg	9.1	李廷香	李廷香	金艺芬/俞承豪/童孝熙/闵京勋/林恩京	剧情/家庭/儿童	South Korea_韩国	韩语	2007	80	TOP
21937445	辩护人	http://movie.douban.com/subject/21937445/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2158166535.jpg	9.1	杨宇硕	杨宇硕/Hyeon-ho Yoon	宋康昊/吴达洙/金英爱/郭度沅/任时完	剧情	South Korea_韩国	韩语	1996	127	TOP
5969484	演员工作室：柯林·菲尔斯	http://movie.douban.com/subject/5969484/	http://img4.douban.com/lpic/s4630098.jpg	9.1	Jeff Wurtz		詹姆斯·里普顿/科林·费尔斯		United States of America_美国	英语	1998	43	TOP
6839118	8UPPERS FEATURE MUSIC FILM	http://movie.douban.com/subject/6839118/	http://img3.douban.com/lpic/s6928051.jpg	9.1	中村哲平	中村哲平	村上信五/横山裕/涉谷昴/锦户亮/丸山隆平/安田章大/大仓忠义	剧情/音乐	Japan_日本	日语	2004	77	TOP
2062564	一碗阳春面	http://movie.douban.com/subject/2062564/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2182803213.jpg	9.1	西河克己	永井愛(脚本)/栗良平(原作)	泉ピン子/鶴見辰吾/佐藤弘/小尾昌也/滝口秀嗣	剧情	Japan_日本	日语	2009	99	TOP
6799133	谜之音	http://movie.douban.com/subject/6799133/	http://img4.douban.com/lpic/s6941606.jpg	9.1	Vincent Morisset		Jon Thor Birgisson/Orri P. Dyrason/Georg Holm/Kjartan Sveinsson	音乐	United Kingdom_英国/Iceland_冰島 Iceland/Canada_加拿大 Canada	英语/Icelandic	1991	74	TOP
6129661	没有无关的旁观者	http://movie.douban.com/subject/6129661/	http://img3.douban.com/lpic/s8942770.jpg	9.1	罗杰·萨金特	罗杰·萨金特	卡尔·巴拉特/皮特·多赫提/约翰·哈索尔/盖瑞·波维尔	传记	United Kingdom_英国	英语	1981	87	TOP
1305995	童年记趣	http://movie.douban.com/subject/1305995/	http://img3.douban.com/lpic/s10419042.jpg	9.1	布雷梯斯拉夫·波杰	布雷梯斯拉夫·波杰/Jirí Fried	Ludek Navratil/Katerina Machácková/Jaromír Hanzlík/Lubor Tokos/Katka Pokorna	动画/家庭/奇幻	Slovakia_捷克斯洛伐克/Canada_加拿大		2014	84	TOP
1419479	女人步上楼梯时	http://movie.douban.com/subject/1419479/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p2211484083.jpg	9.1	成濑巳喜男	菊岛隆三	高峰秀子/森雅之/团令子/仲代达矢/加东大介/中村雁治郎/小泽荣太郎	剧情	Japan_日本	日语	1960	111	TOP
1422091	情迷意乱	http://movie.douban.com/subject/1422091/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1449763371.jpg	9.1	成濑巳喜男	松山善三	高峰秀子/加山雄三/草笛光子/白川由美/三益爱子/滨美枝/藤木悠/北村和夫/十朱久雄	剧情/爱情/家庭	Japan_日本	日语	1964	98	TOP
1303418	你逃我也逃	http://movie.douban.com/subject/1303418/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1339915772.jpg	9.1	恩斯特·刘别谦	Edwin Justus Mayer/Melchior Lengyel/恩斯特·刘别谦	卡洛·朗白/杰克·本尼/罗伯特·斯塔克/菲利克斯·布雷萨特/莱昂内尔·阿特威尔	喜剧/战争	United States of America_美国	英语/德语	1942	99	TOP
1793200	我的父亲，我的儿子	http://movie.douban.com/subject/1793200/	http://img4.douban.com/lpic/s2799339.jpg	9.1	查恩·厄尔马克	查恩·厄尔马克	切邓.泰肯多尔/菲克雷特·库斯坎/Hümeyra/Serif Sezer/Yetkin Dikinciler	剧情/家庭	Turkey_土耳其	土耳其语	2005	108	TOP
1301811	鳄鱼波鞋走天涯	http://movie.douban.com/subject/1301811/	http://img3.douban.com/lpic/s2372361.jpg	9.1	彼得·霍顿	Robert Kuhn	布拉德·兰弗洛/约瑟夫·梅泽罗/安娜贝拉·莎拉/戴安娜·斯卡尔维德/Aeryk Egan/约翰·卡洛·林奇	剧情	United States of America_美国	英语	1995	97	TOP
6981153	爱尔兰人	https://movie.douban.com/subject/6981153/	https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568902055.jpg	9	 马丁·斯科塞斯	 查尔斯·布兰特  斯蒂文·泽里安	 罗伯特·德尼罗  阿尔·帕西诺  乔·佩西  安娜·帕奎因  杰西·普莱蒙  哈威·凯特尔  斯蒂芬·格拉汉姆  鲍比·坎纳瓦尔  杰克·休斯顿  阿莱卡萨·帕拉迪诺  凯瑟琳·纳杜奇  多米尼克·隆巴多兹  雷·罗马诺  塞巴斯蒂安·马尼斯科  杰克·霍夫曼  保罗·本-维克托  斯蒂芬妮·库尔特祖巴  莎伦·菲弗  路易斯·坎瑟米  茵迪亚·恩能加  J.C.麦肯泽  巴里·普赖默斯  吉姆·诺顿  盖里·巴萨拉巴  玛格丽特·安妮·佛罗伦斯  约翰·斯库蒂  约翰·塞纳迭姆博  大卫·阿隆·贝克  桃乐丝·麦卡锡  凯文·凯恩  加里·帕斯托雷  约瑟夫·罗素  凯文·奥罗克  娜塔莎·罗曼诺娃  杰里米·卢克  凯莉·P·威廉姆斯  詹妮弗·马奇  保罗·鲍格才  蒂姆·内夫  斯蒂芬·梅尔勒  克雷格·文森特  比利·史密斯  布莱斯·科里根  斯泰西·爱丽丝·科恩  吉诺·卡法雷利  拉里·罗曼诺  罗伯特·富纳罗  维罗妮卡·阿利奇诺  克劳黛特·拉利  詹姆斯·洛林兹  阿什莉·诺斯  肯·斯拉迪克  帕特里克·加洛	 剧情/传记/犯罪	 United States of America_美国	 英语  意大利语  拉丁语  Spain_西班牙语	2019	209	TOP
10533913	头脑特工队	http://movie.douban.com/subject/10533913/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p2266293606.jpg	9	彼特·道格特 / 罗纳尔多·德尔·卡门	彼特·道格特/罗纳尔多·德尔·卡门/梅格·勒福夫/乔什·库雷/迈克尔·阿恩特/西蒙·里奇/鲍勃·彼德森/比尔·哈德尔/艾米·波勒	艾米·波勒/菲利丝·史密斯/理查德·坎德/比尔·哈德尔/刘易斯·布莱克/敏迪·卡灵/凯特林·迪亚斯/戴安·琳恩/凯尔·麦克拉克伦/波拉·庞德斯通/鲍比·莫伊尼汉/保拉·佩尔/大卫·戈尔兹/弗兰克·奥兹/乔什·库雷/弗利/约翰·拉岑贝格/卡洛斯·阿拉斯拉奇/皮特·萨加尔/拉什达·琼斯/罗里·艾伦/约翰·齐甘/雪莉·琳恩/拉瑞恩·纽曼/帕丽斯·冯·戴克	喜剧/动画/冒险	United States of America_美国	英语	2017	94	TOP
1929463	少年派的奇幻漂流	http://movie.douban.com/subject/1929463/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p1784592701.jpg	9	李安	扬·马特尔/大卫·麦基	苏拉·沙玛/拉菲·斯波/伊尔凡·可汗/杰拉尔·德帕迪约/塔布/阿迪勒·侯赛因/阿尤什·坦东/王柏杰/俊·奈托	剧情/奇幻/冒险	United States of America_美国/China_台湾/United Kingdom_英国/Canada_加拿大	英语/泰米尔语/法语/日语/印地语/汉语普通话	2005	127	TOP
1292064	楚门的世界	http://movie.douban.com/subject/1292064/	http://img3.douban.com/view/movie_poster_cover/lpst/public/p479681395.jpg	9	彼得·威尔	安德鲁·尼科尔	金·凯瑞/劳拉·琳妮/艾德·哈里斯/诺亚·艾默里奇/娜塔莎· 麦克艾霍恩	剧情/科幻	United States of America_美国	英语	2003	103	TOP
1292000	搏击俱乐部	http://movie.douban.com/subject/1292000/	http://img4.douban.com/view/movie_poster_cover/lpst/public/p1910926158.jpg	9	大卫·芬奇	恰克·帕拉尼克/吉姆·乌尔斯	爱德华·诺顿/布拉德·皮特/海伦娜·伯翰·卡特/扎克·格雷尼尔/米特·洛夫/杰瑞德·莱托/艾恩·贝利/里奇蒙德·阿奎特/乔治·马奎尔	剧情/动作/悬疑/惊悚	United States of America_美国/Germany_德国	英语	2011	139	TOP
